Address: 0x00000708, Set: 0x4, Miss, Tag: 0x000003
Address: 0x00000814, Set: 0x0, Hit, Tag: 0x000004
Address: 0x00000341, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000463, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000282, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00000252, Set: 0x1, Miss, Tag: 0x000001
Address: 0x00000556, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000392, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000711, Set: 0x4, Hit, Tag: 0x000003
Address: 0x00000935, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00000982, Set: 0x6, Miss, Tag: 0x000004
Address: 0x00000403, Set: 0x0, Miss, Tag: 0x000002
Address: 0x00000425, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000195, Set: 0x6, Hit, Tag: 0x000000
Address: 0x00000173, Set: 0x5, Miss, Tag: 0x000000
Address: 0x00000102, Set: 0x4, Miss, Tag: 0x000000
Address: 0x00000743, Set: 0x5, Miss, Tag: 0x000003
Address: 0x00000298, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00000675, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000330, Set: 0x4, Miss, Tag: 0x000001
Address: 0x00000589, Set: 0x6, Hit, Tag: 0x000002
Address: 0x00000899, Set: 0x2, Miss, Tag: 0x000004
Address: 0x00000976, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000434, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000234, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000514, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000245, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000287, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00000910, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00000969, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000742, Set: 0x5, Miss, Tag: 0x000003
Address: 0x00000123, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000759, Set: 0x5, Miss, Tag: 0x000003
Address: 0x00000060, Set: 0x1, Miss, Tag: 0x000000
Address: 0x00000586, Set: 0x6, Hit, Tag: 0x000002
Address: 0x00000018, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000312, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000118, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000410, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000000, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000029, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000368, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000403, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000454, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000563, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000576, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000557, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000283, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00000875, Set: 0x1, Miss, Tag: 0x000004
Address: 0x00000208, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000613, Set: 0x0, Miss, Tag: 0x000003
Address: 0x00000440, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000083, Set: 0x2, Hit, Tag: 0x000000
Address: 0x00000565, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000874, Set: 0x1, Miss, Tag: 0x000004
Address: 0x00000317, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000055, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000095, Set: 0x2, Hit, Tag: 0x000000
Address: 0x00000604, Set: 0x0, Miss, Tag: 0x000003
Address: 0x00000966, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000041, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000323, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000065, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000800, Set: 0x0, Hit, Tag: 0x000004
Address: 0x00000383, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000651, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000818, Set: 0x0, Hit, Tag: 0x000004
Address: 0x00000695, Set: 0x2, Miss, Tag: 0x000003
Address: 0x00000769, Set: 0x5, Miss, Tag: 0x000003
Address: 0x00000205, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000695, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00000798, Set: 0x6, Hit, Tag: 0x000003
Address: 0x00000573, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000074, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000229, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000113, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000651, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000786, Set: 0x6, Hit, Tag: 0x000003
Address: 0x00000396, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000502, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000994, Set: 0x6, Miss, Tag: 0x000004
Address: 0x00001009, Set: 0x0, Miss, Tag: 0x000008
Address: 0x00000942, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000053, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000551, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000793, Set: 0x6, Hit, Tag: 0x000003
Address: 0x00000371, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000606, Set: 0x0, Miss, Tag: 0x000003
Address: 0x00000888, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000975, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000548, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000929, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00000274, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000613, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000706, Set: 0x4, Miss, Tag: 0x000003
Address: 0x00000657, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000240, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000500, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000329, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00001009, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000705, Set: 0x4, Miss, Tag: 0x000003
Address: 0x00000000, Set: 0x0, Miss, Tag: 0x000000
Address: 0x00000784, Set: 0x6, Hit, Tag: 0x000003
Address: 0x00000255, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000075, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00001013, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000368, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000726, Set: 0x4, Miss, Tag: 0x000003
Address: 0x00000775, Set: 0x5, Miss, Tag: 0x000003
Address: 0x00000764, Set: 0x5, Miss, Tag: 0x000003
Address: 0x00000204, Set: 0x0, Miss, Tag: 0x000001
Address: 0x00000745, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000749, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000122, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000798, Set: 0x6, Hit, Tag: 0x000003
Address: 0x00000276, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000915, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000145, Set: 0x5, Miss, Tag: 0x000000
Address: 0x00000883, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000780, Set: 0x6, Hit, Tag: 0x000003
Address: 0x00000097, Set: 0x2, Hit, Tag: 0x000000
Address: 0x00000407, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000685, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00000371, Set: 0x5, Miss, Tag: 0x000001
Address: 0x00001021, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000367, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000005, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000237, Set: 0x0, Miss, Tag: 0x000001
Address: 0x00000868, Set: 0x1, Miss, Tag: 0x000004
Address: 0x00000334, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000223, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000549, Set: 0x5, Miss, Tag: 0x000002
Address: 0x00000334, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00001007, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000804, Set: 0x0, Miss, Tag: 0x000004
Address: 0x00000409, Set: 0x0, Miss, Tag: 0x000002
Address: 0x00000996, Set: 0x6, Miss, Tag: 0x000004
Address: 0x00000148, Set: 0x5, Hit, Tag: 0x000000
Address: 0x00000111, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000747, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000912, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000315, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000468, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000638, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000438, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000242, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000914, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000329, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000388, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000773, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000085, Set: 0x2, Hit, Tag: 0x000000
Address: 0x00000485, Set: 0x2, Hit, Tag: 0x000002
Address: 0x00000157, Set: 0x5, Hit, Tag: 0x000000
Address: 0x00000771, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000856, Set: 0x1, Miss, Tag: 0x000004
Address: 0x00000154, Set: 0x5, Hit, Tag: 0x000000
Address: 0x00000114, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000861, Set: 0x1, Miss, Tag: 0x000004
Address: 0x00000391, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000982, Set: 0x6, Miss, Tag: 0x000004
Address: 0x00000171, Set: 0x5, Hit, Tag: 0x000000
Address: 0x00000614, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000508, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000506, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000597, Set: 0x6, Hit, Tag: 0x000002
Address: 0x00000288, Set: 0x2, Miss, Tag: 0x000001
Address: 0x00000915, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000569, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000437, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000003, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000292, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00000325, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000318, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000760, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000963, Set: 0x5, Miss, Tag: 0x000004
Address: 0x00000756, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00001003, Set: 0x0, Miss, Tag: 0x000008
Address: 0x00000854, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00000062, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000367, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000603, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000147, Set: 0x5, Hit, Tag: 0x000000
Address: 0x00000852, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00000760, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000918, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000684, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00000914, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000009, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000522, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000282, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00000991, Set: 0x6, Hit, Tag: 0x000004
Address: 0x00000693, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00000896, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000475, Set: 0x1, Miss, Tag: 0x000002
Address: 0x00000175, Set: 0x5, Hit, Tag: 0x000000
Address: 0x00000470, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000764, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000067, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000015, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000177, Set: 0x5, Hit, Tag: 0x000000
Address: 0x00000070, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000308, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000502, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000388, Set: 0x6, Miss, Tag: 0x000001
Address: 0x00000044, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000442, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000121, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000023, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000272, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000183, Set: 0x6, Miss, Tag: 0x000000
Address: 0x00000390, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000875, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00000330, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000218, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000612, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000225, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000903, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000502, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000234, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000401, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000784, Set: 0x6, Hit, Tag: 0x000003
Address: 0x00000201, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000070, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000657, Set: 0x1, Miss, Tag: 0x000003
Address: 0x00000677, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000246, Set: 0x1, Miss, Tag: 0x000001
Address: 0x00000103, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000417, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000313, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000118, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000594, Set: 0x6, Miss, Tag: 0x000002
Address: 0x00000383, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000426, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000072, Set: 0x1, Miss, Tag: 0x000000
Address: 0x00000771, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000471, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000514, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000892, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000494, Set: 0x2, Miss, Tag: 0x000002
Address: 0x00000786, Set: 0x6, Hit, Tag: 0x000003
Address: 0x00000051, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000885, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000638, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000382, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000079, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000226, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000607, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000982, Set: 0x6, Hit, Tag: 0x000004
Address: 0x00000728, Set: 0x4, Hit, Tag: 0x000003
Address: 0x00000841, Set: 0x1, Miss, Tag: 0x000004
Address: 0x00000359, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000489, Set: 0x2, Miss, Tag: 0x000002
Address: 0x00000018, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000430, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000122, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000695, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00000676, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000225, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000088, Set: 0x2, Miss, Tag: 0x000000
Address: 0x00000989, Set: 0x6, Hit, Tag: 0x000004
Address: 0x00000343, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000682, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00000348, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000770, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000755, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000095, Set: 0x2, Miss, Tag: 0x000000
Address: 0x00000217, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000245, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000988, Set: 0x6, Hit, Tag: 0x000004
Address: 0x00000711, Set: 0x4, Hit, Tag: 0x000003
Address: 0x00000008, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000015, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000572, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000646, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000397, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000652, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000872, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00001004, Set: 0x0, Miss, Tag: 0x000008
Address: 0x00000610, Set: 0x0, Miss, Tag: 0x000003
Address: 0x00000576, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000821, Set: 0x0, Miss, Tag: 0x000004
Address: 0x00000970, Set: 0x5, Miss, Tag: 0x000004
Address: 0x00000041, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000840, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00000376, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000163, Set: 0x5, Hit, Tag: 0x000000
Address: 0x00000511, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000028, Set: 0x0, Hit, Tag: 0x000000
Address: 0x00000388, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000600, Set: 0x0, Miss, Tag: 0x000003
Address: 0x00001017, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000732, Set: 0x4, Hit, Tag: 0x000003
Address: 0x00000258, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000341, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000478, Set: 0x1, Miss, Tag: 0x000002
Address: 0x00001013, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000436, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000695, Set: 0x2, Hit, Tag: 0x000003
Address: 0x00000235, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000400, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000382, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000243, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000416, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000955, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000889, Set: 0x2, Miss, Tag: 0x000004
Address: 0x00000813, Set: 0x0, Miss, Tag: 0x000004
Address: 0x00000583, Set: 0x6, Miss, Tag: 0x000002
Address: 0x00000737, Set: 0x4, Hit, Tag: 0x000003
Address: 0x00000794, Set: 0x6, Hit, Tag: 0x000003
Address: 0x00000169, Set: 0x5, Hit, Tag: 0x000000
Address: 0x00000289, Set: 0x2, Hit, Tag: 0x000001
Address: 0x00000591, Set: 0x6, Miss, Tag: 0x000002
Address: 0x00000115, Set: 0x4, Hit, Tag: 0x000000
Address: 0x00000331, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000407, Set: 0x0, Hit, Tag: 0x000002
Address: 0x00000491, Set: 0x2, Hit, Tag: 0x000002
Address: 0x00000494, Set: 0x2, Hit, Tag: 0x000002
Address: 0x00000919, Set: 0x4, Miss, Tag: 0x000004
Address: 0x00000519, Set: 0x4, Miss, Tag: 0x000002
Address: 0x00000883, Set: 0x2, Miss, Tag: 0x000004
Address: 0x00000495, Set: 0x2, Hit, Tag: 0x000002
Address: 0x00000512, Set: 0x4, Miss, Tag: 0x000002
Address: 0x00000591, Set: 0x6, Hit, Tag: 0x000002
Address: 0x00000753, Set: 0x5, Miss, Tag: 0x000003
Address: 0x00000853, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00000045, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000743, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000266, Set: 0x1, Hit, Tag: 0x000001
Address: 0x00000740, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00000978, Set: 0x5, Hit, Tag: 0x000004
Address: 0x00000666, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000098, Set: 0x2, Hit, Tag: 0x000000
Address: 0x00000197, Set: 0x6, Hit, Tag: 0x000000
Address: 0x00000058, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000029, Set: 0x0, Miss, Tag: 0x000000
Address: 0x00000062, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000872, Set: 0x1, Hit, Tag: 0x000004
Address: 0x00000612, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000799, Set: 0x6, Miss, Tag: 0x000003
Address: 0x00000642, Set: 0x1, Hit, Tag: 0x000003
Address: 0x00000782, Set: 0x6, Miss, Tag: 0x000003
Address: 0x00000064, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000209, Set: 0x0, Miss, Tag: 0x000001
Address: 0x00000897, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000395, Set: 0x6, Hit, Tag: 0x000001
Address: 0x00000617, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000365, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000890, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000512, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00000884, Set: 0x2, Hit, Tag: 0x000004
Address: 0x00000749, Set: 0x5, Hit, Tag: 0x000003
Address: 0x00001007, Set: 0x0, Hit, Tag: 0x000008
Address: 0x00000373, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000316, Set: 0x4, Hit, Tag: 0x000001
Address: 0x00000736, Set: 0x4, Hit, Tag: 0x000003
Address: 0x00000202, Set: 0x0, Miss, Tag: 0x000001
Address: 0x00000361, Set: 0x5, Hit, Tag: 0x000001
Address: 0x00000455, Set: 0x1, Miss, Tag: 0x000002
Address: 0x00000468, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000077, Set: 0x1, Hit, Tag: 0x000000
Address: 0x00000409, Set: 0x0, Miss, Tag: 0x000002
Address: 0x00000111, Set: 0x4, Miss, Tag: 0x000000
Address: 0x00000175, Set: 0x5, Miss, Tag: 0x000000
Address: 0x00000606, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000169, Set: 0x5, Miss, Tag: 0x000000
Address: 0x00000205, Set: 0x0, Hit, Tag: 0x000001
Address: 0x00000668, Set: 0x1, Miss, Tag: 0x000003
Address: 0x00000017, Set: 0x0, Miss, Tag: 0x000000
Address: 0x00000817, Set: 0x0, Hit, Tag: 0x000004
Address: 0x00000443, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00000659, Set: 0x1, Miss, Tag: 0x000003
Address: 0x00000575, Set: 0x5, Hit, Tag: 0x000002
Address: 0x00000508, Set: 0x4, Hit, Tag: 0x000002
